task,backend,model,id,text,true_emotion,predicted_emotion,correct,response,fluency,emotional_accuracy,empathy,helpfulness,safety,latency_s,error
advise,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,,,درک می‌کنم که این احساسات برات خیلی سخت باشه. ترس از پذیرش در جمع یکی از رایج‌ترین تجربه‌هاست، اما این به این معنی نیست که تو تنها هستی. سعی کن با خودت بگی که همه ما گاهی اوقات به این حس می‌افتیم. امیدوارم بتونی این ترس رو مدیریت کنی و احساس شادی بیشتری داشته باشی.,5,5,5,4,5,3.18,
advise,groq,llama-3.3-70b-versatile,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,,,متاسفانه که این اتفاق برایت افتاده. ترس در چنین شرایطی کاملاً طبیعی است. شاید خوب باشه که завтра با یکی از اعضای خانواده یا یکی از دوستانت در مورد این موضوع صحبت کنی و ببینی می‌تونه کمکت کنه که این موضوع رو راحت‌تر بررسی کنی.,,,,,,0.61,
advise,groq,meta-llama/llama-4-scout-17b-16e-instruct,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,,,ترسیدن در این شرایط طبیعی است. پیشنهاد می‌کنم برای احساس امنیت بیشتر، سیستم هشدار یا روشنایی بیرون خانه‌ت رو تقویت کنی.,,,,,,0.18,
advise,groq,openai/gpt-oss-120b,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,,,"حس ترس و اضطراب‌ات کاملاً قابل درکه؛ وقتی در تاریکی صدایی نا‌آشنا می‌شنویم، دل‌مان می‌خواهد از موقعیت دور بماند.  

- یک نفس عمیق بکش و به آرامی صدای خودتو تو ذهن‌ات تکرار کن: «من در امن‌ام، می‌تونم آرام بمانم».  
- اگر امکانش هست، چراغ یا لامپ کوچکی روشن کن و به آرامی به سمت حیاط نگاه کن؛ نور می‌تونه حس ناامنی رو کمتر کنه.  

اگر این اضطراب مکرراً تکرار می‌شه یا باعث می‌شه شب‌ها نتونی راحت بخوابی، حتماً با یک مشاور یا روان‌پزشک صحبت کن؛ دریافت حمایت حرفه‌ای می‌تونه خیلی کمک‌کننده باشه. 🌙💛",,,,,,0.8,
advise,ollama,llama3.2:latest,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,,,"خداش، این یک نشانه مهم از استرس و اضطراب است. می‌توانید برایReducing Stress با تکنیک‌های مثل Deep Breathing یا Meditation به کار ببرید. 

همچنین می‌توانید از فعالیت‌های فیزیکی مانند Walking یا Yoga برایrelaxation استفاده کنید. و اگر احساس yourselves را زیاد تحت تأثیر قرار نمی‌دهید، می توانید به یک chuyên gia مشاوره مراجعه کنید که با شما کمک کند.",2,3,2,4,4,1.23,
advise,ollama,gemma3:4b,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,,,"وای، چه وحشتناکی! ترسیدن و نمی‌شه هیچ کاری کرد، خیلی ناراحت‌کننده است. این حسِ بی‌defendi بودن می‌تونه واقعاً دلهره‌آور باشه. سعی کن یه نفس عمیق بکشی و به خودت بگی که این صدا ممکنه چیز مهمی نباشه. شاید یه حیوان بود یا فقط یه صدای طبیعی. 

می‌تونی یه لیوان آب بخوری یا یه آهنگ آروم گوش بدی تا ذهنت آروم‌تر بشه. اگه این حس ترس و اضطراب زیاد شد، یادت باشه که تنها نیستی و می‌تونی با کسی که بهش اعتماد داری صحبت کنی.",5,5,5,5,5,2.3,
advise,ollama,qwen3:8b,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,,,"ممنون که این را به من گفتی. گاهی اوقات این صدایهای غریب می‌توانند باعث اضطراب شود، اما خیلی خوب که به خودت نزدیک شدی. چند ثانیه دل شما را بخور و با خودت گفت: ""من اینجا هستم و این چیزی نیست که باید ترسید."" 🌙💛  
اگر می‌خواهی، هر شب با یک نوشته کوچک در دفترچه‌خاطرات خودت، احساساتت را ثبت کن. ممکن است بهت کمک کند کمی آرامش بیاید.",5,4,5,5,5,6.97,
advise,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,,,خب، کاملاً درک می‌کنم که این تجربه‌ی ترسناک چقدر می‌تونه آزاردهنده باشه. نترس، به خودت یادآوری کن که تو تنها نیستی و این احساسات طبیعی هستند. سعی کن یک لیوان آب بنوشی و کمی آرامش پیدا کنی. اگر می‌دونی که چیزی خطرناکی وجود داره، بهتره از یه فردِ قابل اعتماد کمک بگیری تا با هم بررسی کنید که چه اتفاقی داره میفته.,5,5,5,5,5,3.48,
advise,groq,llama-3.3-70b-versatile,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,,,"بله، این احساس ترس و تنهایی کاملاً طبیعی است. گاهی اوقات اتفاقات ناگهانی می‌توانند ما را غافگیر کنند و احساس ناامنی ایجاد کنند. 
یک پیشنهاد این است که سعی کنی 深 نفس بکشی و خودت را آرام کنی. و شاید بتوانی به یک نفر اعتماد کنند که در این شرایط به تو کمک کند.",4,5,4,4,5,0.7,
advise,groq,meta-llama/llama-4-scout-17b-16e-instruct,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,,,"کاملا احساس می‌کنم که چقدر ترسناک و نگران‌کننده بوده برات. طبیعی‌ست که تو همچین شرایطی احساس وحشت و نگرانی داشته باشی.

یه پیشنهاد دارم: دفعه بعد که با همچین شرایطی مواجه شدی، سعی کن آرامش بگیر و به جای وحشت، برا یه دقیقه بشین و نفس عمیق بکش. این می‌تونه کمک کنه که آرام‌تر بشی و بتونی شرایط رو بهتر کنترل کنی.",,,,,,0.72,
advise,groq,openai/gpt-oss-120b,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,,,"درک می‌کنم که ناگهان در تاریکی و تنها بودن چقدر می‌تونه قلب‌تو به تپش بیندازه. این احساس ترس کاملاً طبیعی است.  

- یک نفس عمیق بکش، به آرامی هوا را از بینی بکش و به آهستگی از دهان بیرون بده؛ این کار می‌تونه ضربان قلبتو آرام‌تر کنه.  
- اگر امکانش هست، یک چراغ کوچک یا لامپ گوشی‌ات رو روشن کن و صداهای آرام‌بخش مثل موسیقی ملایم یا صدای طبیعت پخش کن.  

اگر این حس‌ها مکرراً تکرار شوند یا روزانه تو را نگران کنند، حتماً با یک مشاور یا روانشناس تماس بگیر تا همراهت باشد. تو تنها نیستی. 🌼",5,5,5,5,5,1.01,
advise,ollama,llama3.2:latest,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,,,"سخنه‌ت، به این معنی که در lúc دشmani، چراغِHope‌ت را پیدا می‌کنی. می‌توانی از این لحظات را برای رشد و تغییر استفاده کنی.

1.  **همه‌چیز را برطرف کن**: دلت تو با تاریکی رو رو می‌زند، اما می puedes از این لحظه به پیشرفت برو. در این موقع باید از خودت بپرسی که چی کار kannst؟
2.  **تو برای هرThing ready هستی**: در لحظات دشmani، تو راحت وReady به everywhere بینی.",4,3,2,3,4,1.63,
advise,ollama,gemma3:4b,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,,,وای، چه ترسناکی! این حسِ تنهایی و تاریکی می‌تونه خیلی نگران‌کننده باشه. طبیعی‌ست که قلبت اینقدر سریع بزنه. یه نفس عمیق بکش و به خودت بگو این فقط یه تاریکیه و تو تنها نیستی. می‌تونی یه آهنگ آروم گوش بدی یا یه لیوان آب بنوشی تا این حسِ اضطراب کم بشه. اگه این اتفاق‌ها زیاد می‌افته و تو رو خیلی اذیت می‌کنه، شاید بهتر باشه با یه دوست یا مشاور صحبت کنی. 😊,5,5,5,5,5,2.0,
advise,ollama,qwen3:8b,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,,,ممنون که به من گفتی. این حس تنهایی و ناامیدی خیلی دشواره، اما می‌دانم که تو در این لحظات نیاز به یک دست دوست داری. می‌تونی به یکی از دوستان یا خانواده‌ات کمک بخوای یا اینکه به یک جایی که بهتر احساس کنی بروی. خیلی مهمه که تو در این راه باشی. 🌿,5,5,5,4,5,5.61,
advise,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,,,خیلی ناراحت شدم که این اتفاق برات افتاده. احساس تنهایی در لحظه های سخت می‌تونه خیلی عذاب‌آور باشه. سعی کن به خودت یادآوری کنی که این حس گذراست و یه روزی ازش گذشتی. پیشنهاد می‌کنم یه کتاب بخونی، یه موسیقی گوش بدی یا با یه دوست صمیمی صحبت کنی تا از این احساسات کم بشه. اگه احساس می‌کنی که دیگه نمی‌تونی خودت رو کنترل کنی، حتماً به یه متخصص مراجعه کن.,5,5,5,5,5,3.35,
advise,groq,llama-3.3-70b-versatile,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,,,فهمیدن این حس ترس و لرزش بعد از یک اتفاق ترسناک مثل این، کاملاً طبیعی و درک‌پذیره. می‌تونی کمی به خودت زمان بدهی تا آرامش پیدا کنی و شاید با انجام یک فعالیت آرامش‌بخش مثل نفس‌گیری عمیق یا قدم‌زدن در طبیعت، بتونی این احساس ترس را کم کم از خودت دور کنی.,5,5,4,5,5,0.75,
advise,groq,meta-llama/llama-4-scout-17b-16e-instruct,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,,,کاملا طبیعیه که بعد از یه تجربه ترسناک مثل این، هنوزم احساس لرزش و ترس رو تجربه کنی. این واکنش، نشون می‌ده که بدنت داره به اون استرس واکنش نشون می‌ده. پیشنهاد می‌کنم چند تا تکنیک تنفس عمیق رو تمرین کنی تا بتونی آرامش رو به دست بیاری. می‌تونی چشمات رو ببندی و به تنفس عمیقت تمرکز کنی و بگی که همه‌چیز تموم شده و اون لحظه خطرناک گذشته.,,,,,,0.6,
advise,groq,openai/gpt-oss-120b,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,,,"این لحظه واقعا ترس‌انگیز بود و حس لرزش بدن‌ات کاملاً طبیعی است؛ ذهن‌ات هنوز در حال پردازش آن است.  
- چند نفس عمیق بکش و به آرامی شمارش کن (مثلاً تا ۴ تنفس بکش، تا ۴ نگه‌دار، تا ۴ بازدم کن).  
- اگر احساس کردیدی که این خاطره‌ات بارها ذهن‌ات رو می‌گیرد، یک دقیقه زمان بگذار و به حس‌های بدن‌ات",5,5,4,5,5,0.96,
advise,ollama,llama3.2:latest,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,,,"در این شرایط، حساسیت و نگرانی.normal است. احساسTenم لرزش، در واقع یک واکنش طبیعی به اضطراب است که برایProtection ourselves را نشان می‌دهد.

قبل از anything بیشتر انجام ندهید، بکوشید تا خودت را به حالت منفیInactive کنی و کمی عرق ریزی از سرت جاری نشود.

بعداً، اگر احساسات تنگनاک یا ترس ادامه یابد یا در صورت وجود علائم خطر یا نشانه های خاص (مانند درد کمر، خفیف شدن视力 یا سرفه، گشتاری که به حال بدتر می‌رود، یا به هر حال پرهیجانشدن، از جمله anything)، با یکستان متخصص به کمک ببست.",4,4,3,4,5,1.98,
advise,ollama,gemma3:4b,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,,,"وای، چه اتفاق وحشتناکی بود! این حس ترس و لرزیدن بعد از یه تجربه نزدیک به خطر خیلی طبیعیه. خیلی خوبه که اینو با من در میون گذاشتی. تصور این‌که همه‌چیز می‌تونه تموم شه، واقعاً می‌تونه آدم رو بترسونه. 

یه کاری میکنی، یه نفس عمیق بکش و به خودت بگو این دیگه تموم شد و تو سالم هستی. می‌تونی یه کم مدیتیشن یا تمرینات تنفسی انجام بدی تا ذهنت آروم بشه. اگه این اتفاق برات خیلی سنگین بود، یادت باشه که می‌تونی با یه متخصص صحبت کنی و این احساسات رو باهاش در میون بذاری.",5,5,5,5,5,2.59,
advise,ollama,qwen3:8b,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,,,خیلی متشکرم که به من اعتماد کردی. این تجربیات باعث میشه که گاهی احساس ناامنی کنیم، اما خدایی، تو قوی هستی. یک بار دیگه این حس لرزش رو با یه دلخوشی که می‌تونه باشه تجربه کن، مثلاً با یه چای گرم یا یه موزیک که تویش احساس راحتی می‌کنی. دوست دارم تو همیشه سالم و خوشحال باشی.,5,4,5,4,5,6.18,
advise,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,,,آره، این احساس ترس و ناامنی خیلی برات قابل درکه. یادم میاد که بعضی وقتها بدون هیچ دلیل مشخصی، یه جورِ خاصی از اضطراب رو تجربه می‌کنیم. به خودت بگو که این حس گذراست و می‌تونی با تمرین‌های تنفسی و مدیتیشن، اون رو مدیریت کنی.,4,5,4,5,5,3.18,
advise,groq,llama-3.3-70b-versatile,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,,,"می‌فهمم که احساس ترس یا نگرانی در این شرایط طبیعی است. این نگرانی می‌تواند به دلیل عدم اطمینان از آینده یا فشار زمانی باشد. 
دوست دارم به تو پیشنهاد کنم که اولاً به خودت فرصت بده تا احساساتت را درک کنی و بعد از آن، یک برنامه‌ریزی کوتاه‌مدت برای بقیه روزهایت تنظیم کنی تا با اولویت‌بندی کارهایت، احساس کنترل بیشتری داشته باشی.",5,4,4,5,5,0.82,
advise,groq,meta-llama/llama-4-scout-17b-16e-instruct,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,,,کاشکی می‌تونستی به خودت گشایشی بده و ببینی که این احساس چقدر طبیعی و موقت است. یک پیشنهاد دارم: برای خودت یک برنامه‌ی روزانه یا هفتگی بگذار که در اون به کارهایی که دوست داری و آرامش بخش هستند، مثل پیاده‌روی، کتاب‌خوندن یا موسیقی‌گوش‌دادن، بپردازی.,,,,,,0.41,
advise,groq,openai/gpt-oss-120b,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,,,"حس اضطراب‌تون کاملاً قابل درکه؛ وقتی زمان کم می‌شه ذهن‌مون به‌سرعت می‌چرخه.  

1️⃣ چند دقیقه‌وقت بگیرید و با نفس عمیق (نفس بکشید، شمارش کنید، سپس آرام بیرون بدهید) آرامش بدید.  
2️⃣ کارهای بزرگ رو به گام‌های کوچیک تقسیم کنید و امروز فقط یک گام کوچک انجام بدید؛ پیشرفت‌های کوچک هم احساس کنترل می‌ده.  

اگر این احساس خیلی سنگین شد یا خواب‌تان را مختل کرد، حتماً با یک مشاور یا روانشناس صحبت کنید. 🌿",,,,,,0.71,
advise,ollama,llama3.2:latest,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,,,"فکر می‌کنی که این feeling حالم به هم خورد، ممکن است ناشی از تحمل stresses و فشارهای مختلف در زندگی خود باشد. 

چند پیشنهاد برای بهبود حالت خودت را دارد:

- به یک سفر ngắn وrelaxing برس
- با друзان یا خانواده خودمون گشاوش کن وهمه‌چیز را از نظر اجتماعی و اجتماعی که می‌تی، بطور موفق حل کن
- به یاد آوری activities enjoyable خودمان مثل阅读، عکاسی، خواندن کتب یا تمرینات فیزیکی که می‌تونی برای خودت مفید باشد",2,4,3,4,5,1.59,
advise,ollama,gemma3:4b,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,,,"وای، این حسِ ناخوشایند رو خیلی خوب درکت می‌کنم. وقتی به پایانِ چیزی فکر می‌کنیم، می‌تونیم احساس نگرانی و حتی اندوه کنیم. نگران نباش، این یه حس طبیعیه. 

می‌تونی یه نفس عمیق بکشی و به خودت بگی: ""این پایان یه فرصته برای شروع چیزهای جدید."" یا شاید یه کارِ لذت‌بخش رو برای خودت برنامه‌ریزی کنی تا ذهنت رو از این فکر دور کنی.",5,5,5,5,5,1.83,
advise,ollama,qwen3:8b,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,,,من هم احساس می‌کنم که این ظروف چند روز مونده، حالت تو رو به هم می‌خوره. خیلی خوب که به این احساس پرداختی، چیزی که تو می‌گی درسته. می‌تونی چند روز به خودت فکر کنی و به هر چیزی که تو می‌گویی توجه کنی. یه روز خوب و آرام برای تو دعا می‌کنم.,4,5,5,3,5,5.49,
advise,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,,,این احساس خیلی بدیه که وقتی ظرفیت چند روز رو که می‌بینی، حالت بهم خورده. این طبیعیه که در طول روز احساساتی مثل غم و اندوه و استرس داشته باشی. مهم اینه که خودت رو قضاوت نکنی و اجازه بدی که این احساسات رو تجربه کنی. سعی کن به خودت یادآوری کنی که این احساسات موقتیه و به زودی برطرف میشه.,5,5,4,4,5,3.65,
advise,groq,llama-3.3-70b-versatile,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,,,"فهمیدن اینکه پشت سرت حرف زده شده، واقعاً دردناکه و می‌تونه حس بدی از بی‌اعتمادی و ناراحتی ایجاد کنه. اول که این اتفاق افتاد، طبیعی بود که حس چندش و ناراحتی بهت دست داده. 

aybe bisa کمک کنه که با شخصی که این حرف‌ها رو زده، صحبت کنی و ببینی می‌تونی vấnته رو حل کنی. یا اینکه با کسی که بهش اعتماد داری، مثل یک دوست صمیمی یا یک مشاور، در مورد این موضوع حرف بزنی و看看 بتونی ازشون کمک بگیری.",5,5,5,4,5,1.1,
advise,groq,meta-llama/llama-4-scout-17b-16e-instruct,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,,,کاش می‌توانستم آغوشت کنم و بهت بگم که چقدر این شرایط برات سخته. طبیعی‌ست که وقتی می‌شنویم پشت سرمون حرف‌هایی زده می‌شه، احساس بدی بهمون دست بده. پیشنهاد می‌کنم چند کار رو انجام بدهی: اول، از خودت در برابر این حرف‌ها دفاع نکن و سعی نکن به کسی ثابت کنی که اون حرف‌ها چقدر اشتباهه. دوم، با یه دوستِ نزدیک یا یه فامیلِ مورد اعتماد راجع به این احساساتت حرف بزن.,,,,,,0.74,
advise,groq,openai/gpt-oss-120b,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,,,"حس‌تون کاملاً قابل درکه؛ وقتی متوجه حرف‌های پشت‌پشت می‌شیم، دل‌پاچه و ناراحت می‌شیم.  
- سعی کنید چند دقیقه‌ای چشم‌هاتون رو ببندید، نفس عمیق بکشید و به خود بگویید «این احساس موقتی‌ست».  
- اگر امکان داره، با یک دوست یا کسی که بهش اعتماد دارید، درباره‌اش صحبت کنید؛ گاهی گفتنِ دل، بار سنگین را کم می‌کنه.  

اگر این حس‌تان ادامه‌دار شد یا به‌همین راحت نتوانستید آرام بگیرید، حتماً با یک مشاور یا روان‌درمانگر تماس بگیرید. مراقب خود باشید.",5,5,5,5,5,0.82,
advise,ollama,llama3.2:latest,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,,,"آبریز بودن چشمانت و احساس تندNESS در سر، نشانه‌های احتمالی از یک التهاب یا عارضه ای بافت بویی است که ممکن است به دلیل آلودگی هوا، آلودگی محیط یا سایر عوامل ایجاد شود.

در این Situation، پیشنهاد می‌دارم:
1. با آلودگی هوای xung quanh Aware شوید و cố کنید در Spaces پاک و خالی از آلودگیStay کنید.
2. حتماً با یک Dokter مشورت کنید و آنها برای diagnoses و درمانappropriate Treatment را تعیین کنند.",,,,,,1.5,
advise,ollama,gemma3:4b,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,,,"وای، این حس خیلی ناخوشاینده. اینکه کسی پشت سرت حرف می‌زنه و این حرف‌ها تو رو آزار می‌ده، واقعاً می‌تونه دردناک باشه. این احساس چندش، نشونه‌ی اینه که تو به این رفتارها حساس بودی و به خاطرش ناراحتی می‌کنی. 

به خودت فشار نیار، اینو بگو که حق داری احساس کنی که اینجوری رفتار می‌کنن. 

می‌تونی سعی کنی با یه دوست یا فرد مورد اعتماد در موردش صحبت کنی. یا اینکه، تمرکزت رو روی چیزهایی که می‌خوای دوست داشته باشی، بذار.",5,5,5,4,5,2.23,
advise,ollama,qwen3:8b,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,,,ممنون که به من گفتی. حسی که توصیف کردی، خیلی سخت و دردناکه. اما خوبی که داری، چیزی نیست که باید بهش پاس دهی. به خودت نزدیک شو و به کسی که می‌تونه دردتو را بشنود، می‌رسون. 🌸,5,5,5,4,5,4.76,
advise,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,,,دردِ این احساسات رو حس می‌کنم. خیلی خوبه که می‌فهمی داری تحت تأثیر کلماتِ دیگران قرار می‌گیری و این احساسات از یک‌جوره. به خودت بابت این دردا، ناراحتی‌ها و حس‌های منفی که داری تجربه می‌کنی، تشکر کن؛ چون این نشون می‌ده که تو واقعاً داری تلاش می‌کنی تا بهتر باشی و احساساتت رو مدیریت کنی.,5,5,5,4,5,3.66,
advise,groq,llama-3.3-70b-versatile,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,,,بله، محیط کثیف و ناخوشایند真的 能 تأثیر بدی روی حال و هوای ما بگذارد. این کاملاً طبیعی است که وقتشه به سلامت و راحتی خودت فکر کنی. شاید برای دفعه‌ی بعدی می‌تونی قبل از سفارش غذا، محیط رستوران رو چک کنی یا رستوران‌های دیگر رو امتحان کنی. حالت رو با یک قدم کوچک مثبت تغییر بده.,4,5,5,5,5,0.82,
advise,groq,meta-llama/llama-4-scout-17b-16e-instruct,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,,,کاملا احساس می‌کنم چقدر این تجربه می‌تونه ناخوشایند باشه. اینکه محیطی که قراره غذات رو بخوری اینقدر کثیف باشه، واقعا ناراحت‌کننده است و اشتهات رو کور می‌کنه. شاید تجربه‌ی بدی رو برای رستوران ایجاد کرده که بتونه اون رو اصلاح کنه. برای بار بعد، قبل از سفارش، محیط دستشویی رو چک کن که اینقدر هم سخت نباشه.,5,5,5,4,5,0.51,
advise,groq,openai/gpt-oss-120b,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,,,"این حس ناامیدی و بی‌اشتها که توی یک رستوران تجربه کردی، کاملاً قابل درکه. وقتی محیط به‌خصوص به‌خصوص به‌نظر می‌رسه، دل‌انگیزی غذا هم می‌ره.  

- اگر امکان دارد، می‌تونی به کارمند یا مدیر رستوران بگی که توی سرویس بهداشتی مشکلی وجود داشته و ازشون بخوایید این موضوع رو رفع کنند.  
- برای همین لحظه، می‌تونی یک نوشیدنی یا میوه‌سالت ساده بخوری تا کمی انرژی بگیری و بعد تصمیم بگیری که غذا رو دوباره سعی کنی یا به‌جای دیگری بروی.  

امیدوارم دفعه‌ی بعد تجربه‌ات بهتر باشه! 🌷",,,,,,0.8,
advise,ollama,llama3.2:latest,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,,,"با همدلی، می توان فهمید که تجربهِ فرد در دستشویی رستوران بسیار نامطلوب بوده است. این تجربه ممکن است به خاطر محیط آلوده و بو گران رستوران منجر شده باشد.

چرا که این تجربه، ناهارخوردن و عدم تمایل به tiếp tục بrowsing رستوران را برای فرد توجیه می‌کند. در این شرایط، پیشنهاد‌های زیر می‌تواند مفید باشد:

1.  **تمام شدن غذا**: اگر هنوز غذا را نخورده گذاشته-اید، ممکن است قصد داشته باشید که با خودی که bereits همخوانده-است، تمام ناهار بخورد.
2.  **توجه به رستوران دیگر**: در این شرایط می‌توانید به رستوران های دیگر nearby برسید و از آنها را بفروشید.",4,3,4,3,5,2.14,
advise,ollama,gemma3:4b,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,,,"وای، چه بد! واقعاً حق داری که اینقدر ناراحت شدی. یه وضعیت خیلی ناخوشایند بود و طبیعیه که اشتهات کور شده باشه. این حس ناخوشایندی که داری، کاملاً قابل درکه. 

می‌دونی، یه کاری می‌کنی که به خودت رحم می‌کنی و اجازه نمیدی یه اتفاق ناخوشایند روی حالت تاثیر بذاره. سعی کن یه نوشیدنی خنک بخوری و یه کم استراحت کنی. اگه می‌تونی، یه چیزی که بهت لذت بده، بخور. 😊",5,5,5,4,5,2.11,
advise,ollama,qwen3:8b,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,,,فکر می‌کنم این یک تجربه ناخوشایند بود، ولی خیلی مهم نیست. می‌تونی از این تجربه یاد بگیری که گاهی اوقات چیزهایی که انتظار داریم، نه چنین نیستند. می‌خواهی به رستوران یا دستشویی اینجا یک نظر داده باشی؟ یا می‌تونی یک غذا ساده و آرامش‌بخش در خانه بگیری و خودت رو میل کنی!,4,3,2,4,5,6.28,
advise,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,,,نه، این احساس با من اتفاق افتاده. گاهی اوقات محیط‌های نامطبوع می‌توانند تجربه‌ی خوردن را خراب کنند. سعی کن در روزهای دیگر رستوران‌های بهتری پیدا کنی که تجربه‌ی بهتری از غذا داشته باشی.,4,4,3,4,5,2.79,
advise,groq,llama-3.3-70b-versatile,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,,,خوشحالم که لحظه‌ای شاد و سورپرایز کننده در زندگی تو اتفاق افتاده. این لحظات خاص می‌تونن باعث انرژی گرفتن و شادابی بشن. شاید بتونی این انرژی رو با انجام یک فعالیت مورد علاقه یا صرف زمان با عزیزانت حفظ کنی و از این لحظه لذت ببری.,5,5,4,4,5,0.68,
